"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
234,233,262,233,240,246,219,238,238,227,241,219,238,223,238,235,256,252,237,254,241,216,238,209,235,230,246,241,237,226,230,237,215,250,236,262,233,252,225,260
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.3,0.298717948717949,0.335897435897436,0.298717948717949,0.307692307692308,0.315384615384615,0.280769230769231,0.305128205128205,0.305128205128205,0.291025641025641,0.308974358974359,0.280769230769231,0.305128205128205,0.285897435897436,0.305128205128205,0.301282051282051,0.328205128205128,0.323076923076923,0.303846153846154,0.325641025641026,0.308974358974359,0.276923076923077,0.305128205128205,0.267948717948718,0.301282051282051,0.294871794871795,0.315384615384615,0.308974358974359,0.303846153846154,0.28974358974359,0.294871794871795,0.303846153846154,0.275641025641026,0.320512820512821,0.302564102564103,0.335897435897436,0.298717948717949,0.323076923076923,0.288461538461538,0.333333333333333
11.7,11.65,13.1,11.65,12,12.3,10.95,11.9,11.9,11.35,12.05,10.95,11.9,11.15,11.9,11.75,12.8,12.6,11.85,12.7,12.05,10.8,11.9,10.45,11.75,11.5,12.3,12.05,11.85,11.3,11.5,11.85,10.75,12.5,11.8,13.1,11.65,12.6,11.25,13
2.48276107672538,3.15049853604807,3.20896180990611,2.56754896590264,3.19454663530339,2.78457288535354,2.62092174038653,2.74375748348959,2.72500294048301,2.24807610054601,2.73580251199084,3.36612079860026,2.36209381259237,2.57751619657176,3.46262091337524,2.73392739010365,2.7660950907881,3.45520788643195,2.44477464747225,3.26755613217632,2.15965334350274,2.70990585511559,2.8716117157711,2.41735180385267,2.66746782836919,3.38927418294529,2.98886823619465,3.28906502184872,3.15862677075388,2.50333111406914,2.61161115415615,2.56754896590264,3.11118742275151,2.44948974278318,2.8483013381348,2.30717943018676,2.52728698156333,2.90710888191035,2.87116522401441,2.16024689946929
0.296112804878049,0.299439252336449,0.337288638386236,0.294252873563218,0.313842902430433,0.314227226202661,0.27496757457847,0.290040131338927,0.299014238773275,0.27328431372549,0.310786756852973,0.30875,0.308546059933407,0.285833681571249,0.340523338048091,0.30314371257485,0.321766561514196,0.336501901140684,0.28125,0.332075471698113,0.29520697167756,0.276106194690265,0.308166969147005,0.25418860698899,0.294934333958724,0.295566502463054,0.314827352742045,0.316283924843424,0.300433839479393,0.284081632653061,0.288461538461538,0.294444444444444,0.307221006564551,0.307820855614973,0.291466568156631,0.320708613317043,0.299309286262471,0.313795336787565,0.279691933522497,0.310183743382124
0.293760353208883,0.304385293069504,0.335719981128263,0.291381882006882,0.306384385738101,0.320527470895118,0.287542575888164,0.289730196274314,0.300948185801127,0.282370011524423,0.306227714279185,0.315151511070629,0.312635962893316,0.27504475508152,0.34535976257145,0.296946158416747,0.326474055914845,0.345599998425917,0.292265508614193,0.325966579644985,0.296642324179089,0.285350880844302,0.312656372480289,0.246721611721612,0.293045940987117,0.302652057909411,0.327358842353037,0.316558716910884,0.306880305152364,0.284917431424784,0.285206598956599,0.28927731990232,0.309841078039608,0.309707739156269,0.291531283259224,0.32199388438359,0.306670449648391,0.318074955445312,0.28046691483611,0.314307567432567
1.71153846153846,1.72051282051282,1.67051282051282,1.72692307692308,1.70897435897436,1.69615384615385,1.74358974358974,1.70384615384615,1.70641025641026,1.73333333333333,1.69871794871795,1.76282051282051,1.70641025641026,1.73589743589744,1.72051282051282,1.70769230769231,1.67692307692308,1.68717948717949,1.70128205128205,1.68205128205128,1.69871794871795,1.74102564102564,1.70897435897436,1.76538461538462,1.71538461538462,1.71923076923077,1.69358974358974,1.70641025641026,1.71923076923077,1.73205128205128,1.72435897435897,1.70641025641026,1.77948717948718,1.68461538461538,1.72307692307692,1.67051282051282,1.72179487179487,1.69102564102564,1.72564102564103,1.66923076923077
13.875,14.05,13.075,14.175,13.825,13.575,14.5,13.725,13.775,14.3,13.625,14.875,13.775,14.35,14.05,13.8,13.2,13.4,13.675,13.3,13.625,14.45,13.825,14.925,13.95,14.025,13.525,13.775,14.025,14.275,14.125,13.775,15.2,13.35,14.1,13.075,14.075,13.475,14.15,13.05
