"genNum","score","similarity","evaluations","mateMethod","minutes","cohort"
"1","14","0.875514387966896","841","None","0.08","ENTP, ENFJ, ENTJ, ENFP, INFP, ENFJ, ENFP, INFJ, ENTP, ISTJ, ISFJ"
"3","15","0.892791386966708","2281","CrissCross","0.17","INFJ, ENFP, INFJ, ISTJ, ISTP, ISTP, ENTP, ENFJ, ENTJ, ENFP, INFP"
