"genNum","score","similarity","evaluations","mateMethod","minutes","cohort"
"1","17","0.73846566965444","841","None","0.64","INTP, INTP, INTJ, ESFJ, ISFP, ENFP, INTP, ESTP, ENFJ, INTJ, INTP, ENTJ, ENTP, ISTP, ENFJ, INTP, ENFP, ESFP, ENTP, ISFP, INFP, ENFP, ISTJ, INTP, INFP, INFP, INTP, ENFP, INTP, INFJ, INFP, ENTJ, INFP, ENFP, INTJ, ENFP, ISTP, ISFJ, ISFP, INTP, ISFP, ENTP, ESTP, ENFP, INTJ, ENFP, ENTP, ENTP, ENTP, ENFP, ISFJ, INTP, INTP, ENFP, ENTP, ENTP"
