"genNum","score","similarity","evaluations","mateMethod","minutes","cohort"
"1","16","0.880159244138419","841","None","0.7","ISTJ, ISFP, INTP, ENFP, ESFP, INTJ, ISFP, INFJ, ESTP, ISFP, ESFJ, ESFP, ISTP, INTJ, INFJ, INFP, INFJ, INFJ, ENTJ, ENTP, ISTJ, INFJ, INFJ, ENTP, INFP, ENTP, ESFP, ENFJ, INFJ, INTP, ESTJ, ESFP, INFP, ENTP"
