"genNum","score","similarity","evaluations","mateMethod","minutes","cohort"
"1","16","0.968788686908139","841","None","0.15","ENFP, ISFP, ENTJ, ENTP, INTJ, ISFP, ENTJ, INFP, INFP, INFJ, INTP, ENFP, ENFJ, ESFJ, ENTP, ENFP, ENFP, ENTJ, ENFP, ENTP, ENFJ, ENTJ"
