"genNum","score","similarity","evaluations","mateMethod","minutes","cohort"
"1","15","0.99820396140164","841","None","0.19","INTP, INTJ, INFP, ENTP, ISFP, ENFJ, ENTJ, ENTJ, ESTP, INFP, ESTP, ENFP, ESTJ, INFP, ENTP, ENTJ, ESFP, ESTJ, INTJ, ENTP, ENTP"
"2","17","0.998977094912307","1561","TwoPoint","0.35","INTP, INTJ, INFP, ENTP, ISFP, ENFJ, ENTP, INTP, ENTP, ENFP, ENTJ, ENTP, ENTP, INFP, ENTP, ENTJ, ESFP, ESTJ, INTJ, ENTP, ENTP"
