"genNum","score","similarity","evaluations","mateMethod","minutes","cohort"
"1","15","0.923838878326905","841","None","0.14","INFP, INFJ, ESFJ, INTP, ESTJ, ENFJ, ENFP, ESTP, ESTP, INTJ, ISFP, ENTJ, ENTJ, ENTP, ISTJ, ENFJ, INTP, INFP, ISTJ, INTP, ENTJ"
